年份,地區,家庭戶數,平均每戶人數,平均每戶成年人數,平均每戶就業人數,平均每戶所得收入者人數,所得收入總計,總消費支出,食品食品及非酒精飲料,2.菸酒及檳榔,衣著鞋襪及服飾用品,住宅服務、水電瓦斯及其他燃料,家具設備及家務維護,醫療保健,交通,通訊,休閒與文化,教育,餐廳及旅館,什項消費,套裝旅遊,娛樂消遣及文化服務,書報雜誌文具,教育消遣康樂器材及其附屬品,區域
2022,嘉義市,"101,826",2.63,2.28,1.14,1.6,"1,282,798","731,351","105,733","7,934","16,548","160,621","21,170","141,823","61,951","21,111","19,269","22,616","115,264","37,310","1,616","10,179","2,846","4,628",南部
2023,新北市,"1,655,751",2.72,2.44,1.33,1.87,"1,440,893","856,018","107,691","7,775","25,490","235,873","27,757","148,485","61,106","25,216","39,231","25,756","115,510","36,128","12,825","14,048","3,228","9,130",北部
2023,台北市,"1,059,757",2.68,2.46,1.27,1.95,"1,751,823","1,093,879","154,135","6,625","27,047","310,442","41,694","167,120","65,873","23,970","60,310","26,215","160,317","50,131","25,413","18,047","3,512","13,339",北部
2023,桃園市,"891,027",3.03,2.6,1.44,1.9,"1,490,814","917,541","137,466","10,401","26,248","213,208","21,501","146,845","95,089","27,819","33,038","30,546","127,197","48,183","10,637","12,032","3,867","6,503",北部
2023,台中市,"1,047,164",2.83,2.46,1.38,1.79,"1,346,521","915,475","119,810","8,457","26,302","224,707","22,555","155,683","92,511","24,942","37,447","29,832","124,671","48,558","11,469","13,647","4,145","8,159",中部
2023,台南市,"721,550",2.81,2.48,1.39,1.75,"1,177,168","764,143","115,001","8,661","17,540","163,894","17,524","146,000","72,430","23,161","23,807","23,219","117,777","35,129","5,988","9,649","2,737","5,432",南部
2023,高雄市,"1,144,005",2.78,2.45,1.35,1.78,"1,325,786","880,663","126,337","7,820","20,980","197,966","23,942","162,510","81,764","24,252","31,894","25,723","135,401","42,074","9,936","12,463","3,176","6,318",南部
2023,宜蘭縣,"177,238",2.64,2.3,1.01,1.58,"1,114,997","754,252","136,705","11,407","19,187","160,647","27,522","154,115","67,834","19,722","20,851","15,153","78,229","42,880","6,584","7,486","2,159","4,623",北部
2023,新竹縣,"218,361",3.01,2.44,1.38,1.74,"1,846,263","1,068,365","117,126","8,943","31,373","277,612","31,057","141,170","143,793","28,074","44,213","55,899","129,026","60,079","7,949","17,839","2,159","13,093",北部
2023,苗栗縣,"198,022",3.02,2.64,1.41,1.85,"1,341,195","761,672","126,840","12,220","22,842","140,820","22,559","142,156","87,375","28,270","30,897","17,490","88,768","41,435","9,906","10,493","3,071","7,426",中部
2023,彰化縣,"404,247",2.94,2.58,1.43,1.77,"1,164,937","680,612","112,778","7,054","18,013","131,194","18,629","138,649","80,300","20,989","21,975","24,066","76,615","30,350","7,032","7,527","3,761","3,655",中部
2023,南投縣,"180,196",2.78,2.52,1.49,1.76,"1,069,123","622,161","108,576","11,017","14,666","115,227","17,478","145,227","58,351","20,068","17,558","10,843","68,944","34,206","4,629","7,514","2,136","3,279",中部
2023,雲林縣,"246,207",2.61,2.33,1.35,1.64,"1,087,755","637,551","88,163","9,146","15,438","111,840","18,194","165,202","58,562","21,421","20,156","14,201","71,724","43,504","3,291","9,398","2,327","5,140",中部
2023,嘉義縣,"185,790",2.55,2.3,1.16,1.56,"936,713","593,939","117,578","13,148","11,776","94,988","12,509","137,857","62,498","18,612","14,468","10,441","73,830","26,234","3,501","6,688","1,695","2,584",南部
2023,屏東縣,"296,396",2.73,2.38,1.39,1.7,"1,081,286","707,405","116,750","12,281","16,215","116,570","14,898","151,331","52,834","21,431","18,320","13,077","133,199","40,499","5,276","7,253","2,163","3,627",南部
2023,台東縣,"84,425",2.39,2.04,1.07,1.48,"930,467","614,097","89,622","15,926","11,668","150,453","11,240","126,616","61,313","19,964","16,720","9,759","69,358","31,458","6,508","6,630","1,575","2,006",東部
2023,花蓮縣,"128,496",2.36,2.09,1.05,1.51,"1,018,629","608,420","98,390","9,583","14,276","142,826","15,205","135,835","51,963","20,496","16,764","8,175","66,812","28,095","2,867","7,876","1,703","4,318",東部
2023,澎湖縣,"42,807",2.42,2.13,0.93,1.53,"1,060,432","608,997","119,624","6,702","14,043","132,581","15,032","148,409","33,643","19,168","23,015","12,051","53,336","31,393","4,070","9,880","1,423","7,642",離島
2023,基隆市,"158,167",2.67,2.37,1.19,1.72,"1,136,337","776,450","121,072","11,497","25,829","160,349","25,932","160,654","63,763","22,327","34,427","17,938","88,421","44,241","8,997","12,662","3,849","8,919",北部
2023,新竹市,"177,461",2.89,2.44,1.36,1.86,"1,851,383","1,082,394","159,028","11,378","25,121","284,008","25,971","147,900","93,417","28,045","52,795","39,014","148,389","67,328","18,363","20,415","4,509","9,508",北部
2023,嘉義市,"102,932",2.86,2.5,1.29,1.77,"1,348,030","878,567","124,137","8,753","22,203","178,917","26,803","156,564","64,666","26,707","31,347","28,319","169,736","40,415","11,584","9,124","3,312","7,326",南部
